index,Total_assets,Total_liabilities,Equity,Liquid_assets,Deposits_and_short-term_funding,Long-term_funding,Net_income,Interbank_assets,Interbank_liabilities,Return_on_average_equity_(ROAE),Wholesale_funding,Growth_in_total_assets,Impaired_loans_/_Gross_customer_loans_&_advances,Loan_loss_reserves_/_Impaired_loans,Customer_loans_&_advances_/_Total_assets,Net_charge_offs_(NCOs)_/_Average_gross_customer_loans_&_advances,Unreserved_impaired_loans_/_Total_equity,Total_Common_Equity_/_Core_Tier_1,Total_Capital,Exchange_rate_from_original_currency,Gross_loans_&_advances_to_customers,Wholesale_funding_/_Total_funding_excluding_derivatives,Loans_&_advances_to_customers_/_Total_deposits_&_other_interest-bearing_liabilities,Financial_assets:_Available_for_sale_(AFS),Total_Earning_Assets,Unadjusted_leverage_ratio_(computed),Tier_1_Ratio,Interest_Expense,Tier_1_Capital,Long-term_borrowings_and_debt_securities_at_historical_cost_>_1_year,Impaired_/_Non-performing_loans_to_customers,Other_reserves,Interest_expense_on_customer_deposits,Interest_expense_/_average_interest_bearing_liabilities,Interest_expense_on_customer_deposits_/_Average_customer_deposits,Total_capital_adequacy_ratio,Interest_income_/_average_interest_earning_assets,Interest_income_on_bank_loans_(including_central_banks),Other_administrative_expenses,Interest_income_on_loans_/_Average_gross_customer_loans_&_advances,Other_interest_income,Effective_tax_rate,Total_net_trading_income_(losses)_and_fair_value_(FV)_gains_(losses),Savings_deposits,Total_equity_/_Risk-weighted_assets_(RWAs),Growth_in_net_customer_loans_&_advances,Net_loans_&_advances_to_customers,Net_gains_(losses)_on_other_securities_(including_FV_through_OCI),Customer_deposits_/_Total_funding_excluding_derivatives,Operating_revenue_after_impairments,Net_interest_income_(expenses)_/_Average_total_assets,Liquid_assets_(including_available_for_sale_&_held_to_maturity)_/_Total_assets,Impaired_loans_+_foreclosed_assets_/_gross_customer_loans_&_advances_+_foreclosed_assets,Financial_assets:_Held_to_maturity_(HTM),Risk_weighted_asset_intensity_(RWA_/_Total_Assets),Minimum_risk_assets,Gross_loans_&_advances_to_customers_/_Customer_deposits,Number_of_employees,Net_interest_margin_(average_interest_earning_assets),Loans_&_advances_to_customers_/_Deposits_&_short-term_funding,Profit_attributable_to_group_equity_holders,Interest_income_on_customer_loans_&_advances,Total_other_earning_assets,Total_equity_/_Total_liabilities_excluding_hybrid_capital_and_subordinated_liabilities,Capital_funds_/_Total_assets,Growth_in_gross_customer_loans_&advances,Capital_funds_/_Net_loans_&_advances_to_customers,Time_deposits,Non-interest_income_/_Operating_revenues,Net_interest_margin_(interest_earning_assets),rank_next_quarter,srisk_ratio,srisk_value
0,2690959000.0,2447353000.0,243606000.0,1289616000.0,2062179000.0,95239000.0,1688000.0,430916000.0,192646000.0,2.756903,331060000.0,15.114051,0.747003,306.935271,36.795358,0.149177,-6.430466,204679000.0,210271000.0,1.0,1013383000.0,14.781629,43.035244,404928000.0,2253011000.0,5.278375,13.3968,2896000.0,204691000.0,94921000.0,7570000.0,6147000.0,1811000.0,0.541076,0.425093,14.5947,3.274427,568000.0,8883000.0,4.856537,2358000.0,13.568868,-709000.0,1003131000.0,17.888674,5.002015,990148000.0,231000.0,81.54578,18132000.0,2.307916,50.569927,0.781369,71200000.0,50.606085,198570000.0,55.486548,200441,3.213562,48.014649,1693000.0,11956000.0,1262863000.0,9.95515,9.064575,5.992871,24.635105,97527000.0,43.232244,3.058626,1,5.33,56380.4
1,2031940000.0,1824468000.0,207472000.0,559651000.0,1735459000.0,9942000.0,3498000.0,165352000.0,58986000.0,6.668732,105593000.0,9.657779,0.513778,295.272932,50.290215,0.111884,-5.017545,153089000.0,159644000.0,1.0,1037608000.0,6.019497,57.381953,198698000.0,1754058000.0,5.372671,11.8827,1570000.0,153089000.0,7965000.0,5331000.0,1021000.0,1178000.0,0.37136,0.30274,13.0351,3.252056,274000.0,4971000.0,4.112707,494000.0,19.214781,2300000.0,1127390000.0,19.911208,6.395161,1021867000.0,306000.0,93.479871,13873000.0,2.511659,40.051626,0.545696,254174000.0,51.280353,146136000.0,63.276188,137406,3.08671,58.881656,3498000.0,10320000.0,732191000.0,11.383979,10.307834,6.988758,20.496699,62974000.0,33.75516,2.974713,2,7.18,75869.6
2,1632405000.0,1479937000.0,152468000.0,701098000.0,1288199000.0,61336000.0,1923000.0,192319000.0,69699000.0,5.073812,197494000.0,12.270099,0.834396,327.156829,40.891323,0.272668,-8.53097,134835000.0,153194000.0,1.0,686245000.0,14.547504,47.478695,289719000.0,1392134000.0,5.200651,12.9361,3307000.0,136919000.0,49336000.0,5726000.0,-17298000.0,2361000.0,0.986934,0.864316,15.2707,4.132588,488000.0,3755000.0,6.145795,1140000.0,21.289538,4256000.0,372957000.0,15.115165,2.905189,667512000.0,376000.0,84.859898,10166000.0,2.740536,47.843519,0.840465,79902000.0,61.792802,149664000.0,59.567758,159897,3.528783,51.81746,1909000.0,10340000.0,724622000.0,10.386549,10.075196,4.021276,24.638958,57236000.0,33.89396,3.439907,1,,
3,1763696000.0,1593444000.0,170252000.0,498615000.0,1475915000.0,69277000.0,2079000.0,75503000.0,31681000.0,4.925884,120884000.0,2.964355,0.716401,157.072819,54.26899,0.078406,-2.324789,147814000.0,162300000.0,1.0,968033000.0,7.806931,61.809427,256966000.0,1550705000.0,6.351256,12.5952,2360000.0,147537000.0,56778000.0,6935000.0,844000.0,1789000.0,0.613968,0.51659,14.4998,3.542278,350000.0,4605000.0,4.203319,630000.0,16.972843,646000.0,1144622000.0,16.035241,4.269636,957140000.0,232000.0,91.984663,13921000.0,2.57837,37.90126,0.740497,169848000.0,60.199516,128293000.0,67.965145,236511,3.113919,64.850618,2078000.0,9958000.0,593565000.0,10.769002,10.36182,4.400414,19.093445,103062000.0,34.782609,3.071005,2,7.32,77346.5
4,1101359451.0,1034252977.0,67106474.48,516292588.4,816392331.2,114622531.6,2258747.013,151025462.7,107021836.6,13.547645,328307253.6,2.977411,0.450419,146.024322,48.532107,0.094164,-1.662125,42083426.7,56504948.27,0.755687,538051826.1,34.222056,53.314876,81517416.45,1062749916.0,3.689733,13.1,3093024.933,47101185.2,106528373.3,2423486.675,0.0,2322224.681,1.23622,1.557135,15.7,2.99685,90682.38258,1402554.184,4.53684,0.0,19.140285,285649.5051,444011928.3,18.655412,1.320581,534512946.1,27204.71478,62.82497,6668933.553,1.754714,42.603242,0.450419,101907350.2,32.661076,3833597.724,89.272446,89630,2.209792,65.472558,2208116.016,6062117.276,528236969.5,6.53958,6.827983,1.345814,14.069001,63349201.1,35.334565,2.191845,2,,
5,1115623034.0,1052099270.0,63523764.69,729524654.2,775309433.4,120018889.0,2651704.004,268660160.8,196436177.2,16.740813,385546729.2,3.314986,0.450363,108.242507,43.943592,0.047525,-0.287886,47649057.93,59109799.71,0.755687,492646401.4,41.805063,49.901043,58538500.7,1032793746.0,3.706103,13.1,3791279.279,51922465.21,113014430.7,2218695.627,0.0,2282173.295,1.550172,1.797896,14.9,3.029391,97483.56128,1271064.729,3.936961,1518174.222,20.700565,545605.6685,47689865.0,16.050599,1.856283,490244829.7,8312.551737,55.275923,8147056.389,1.437679,44.577065,0.450363,33392276.01,35.475417,25784024.11,96.638719,82491,1.886492,63.232151,2598805.948,4804654.904,542548916.6,6.078278,6.321869,1.855659,14.386327,153383204.6,53.383929,1.851913,2,3.32,35054.4
6,872078870.9,819285854.9,52793016.08,387188080.3,609813329.5,111818178.9,1757726.849,155286023.3,110191185.8,13.286399,327555345.5,6.247785,0.771016,105.262055,53.17429,0.134458,-0.359285,36124838.48,46393106.93,0.755687,467516046.2,43.899677,60.200386,42146904.37,821640574.1,3.74036,12.5,2904858.989,39625934.13,106305445.7,3604624.708,-886420.2898,2515680.43,1.53889,2.575943,14.6,3.114696,151137.3043,1302803.563,4.804084,74812.96563,16.839471,398246.7968,130532755.6,16.606132,1.197931,463721744.1,30983.14738,52.814941,5383510.779,1.568443,37.993816,0.771016,15672182.77,36.454591,7732940.175,118.635962,99742,2.007105,76.043229,1709362.912,5582256.335,357918829.9,6.487437,6.685834,1.178826,12.573434,136554821.5,45.440994,1.961491,2,3.47,36691.9
7,664792546.7,625363846.8,39428699.95,259933492.8,451048881.2,93912186.78,1203052.942,85159069.8,81216653.21,12.33487,242078131.7,3.229895,0.617373,71.686747,51.729528,0.034557,1.531355,28069220.16,37359630.25,0.755687,345422797.6,42.785915,59.912266,55997126.93,605501382.2,4.02541,13.0,2363031.753,31948914.76,88605000.34,2132547.364,-537293.1168,1607345.231,1.652646,2.179465,15.2,3.298521,145847.4987,1050404.265,4.369631,0.0,20.914059,190433.0034,138515828.0,16.022257,1.198167,343894043.8,48363.93738,53.532814,4274162.966,1.564973,42.04656,0.617373,18926168.93,37.017119,34566612.87,114.044984,45247,2.054426,76.243187,1150154.886,3750472.206,261607338.5,6.358887,6.7293,1.231571,13.008625,73475400.49,43.58035,2.029384,2,3.07,32476.9
8,671247419.5,656275616.5,14971803.06,206008388.5,321315805.7,57117937.82,0.0,108714790.6,116444472.5,0.0,173562410.3,16.681907,0.0,0.0,28.311853,0.0,0.0,0.0,0.0,1.0956,190042584.9,45.863355,51.598735,0.0,396456136.0,0.0,0.0,0.0,0.0,46992804.63,0.0,1114649.085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.762606,190042584.9,0.0,54.136645,0.0,0.0,37.447921,0.0,0.0,0.0,97293597.83,92.761921,0,0.0,59.145109,0.0,0.0,206413551.2,2.317077,3.73885,-2.762606,13.205954,0.0,0.0,0.0,4,6.79,94425.9
9,507910513.5,478264931.2,29645582.24,140671801.7,361755450.4,68458397.67,915892.0641,55356304.76,44581726.34,12.461123,165556558.8,3.148231,0.470325,102.418507,59.878325,0.053952,-0.117257,21466787.02,27635456.09,0.755687,305600385.0,37.236509,66.38838,33807903.6,476749024.1,3.236847,12.5,1829517.069,23842665.44,64910449.45,1437315.764,-358195.4112,1498526.372,1.603729,2.288808,14.5,3.331375,77080.0252,785158.2959,3.964079,275069.8938,20.732505,252399.2982,131775104.3,15.561347,1.091412,304128307.6,8312.551737,59.525962,3458021.523,1.668628,30.85113,0.470325,16024332.69,37.508146,3592533.723,115.470232,45083,2.052216,84.070138,887175.9763,3012166.475,172620716.4,6.244896,6.535311,1.094437,10.914318,68994179.42,42.919165,2.038959,2,2.25,23760.7
